,text,intention
239,"Rato critica que Bankia se rescate a costa del Tesoro Público, los accionistas y el resto de bancos http://t.co/A5C3ChtG",referencial
240,Los 'yayoflautas' ocupan varias sedes de Bankia #iaioflautasparato http://t.co/cNvbas1T,referencial
241,"Rato critica que #Bankia se rescate a costa del Tesoro Público, los accionistas y el resto de bancos http://t.co/4fg8fVL4 #FestivalDelHumor",referencial
242,El colectivo de los 'yayoflautas' ocupa oficinas de Bankia en varias ciudades http://t.co/JYUBNcd3 vía @elmundoes,referencial
243,#OnSale Anzo USA 121182 Toyota Corolla Black With Amber Reflec... http://t.co/DJvr9LuJ,referencial
244,Justin Bieber tuvo un desmayo de 15 segundos tras golpearse la cabeza contra un vidrio durante un concierto que ofrecía en Paris,referencial
245,#Correo &gt; #Noticias Susto: Justin Bieber se golpea la cabeza y se desmaya: El cantante canadiense Justin Bieber ... http://t.co/fjwZKcIY,referencial
246,"Arturo Fernández, vicepte de la CEOE y exconsejero de Bankia: “Hicimos muy bien el trabajo, aunque parezca mentira”
http://t.co/PLg8EsVi",referencial
247,Madonna arrasa en el estreno de su nueva gira mundial “MDNA Tour” (fotos + vídeo): Madonna hizo bailar sin desca... http://t.co/ukKAbdAE,referencial
248,El colectivo de los 'yayoflautas' ocupa oficinas de Bankia en varias ciudades http://t.co/dfydAZe3 vía @elmundoes,referencial
249,"Crisis, Bankia y salida del Euro - Entrevista en canal 13 http://t.co/F5r8vKes",referencial
250,#Toyota lanza en la Argentina la tercera edición del auto híbrido Prius http://t.co/ZjfeJ6Jm,referencial
251,"@elEconomistaes @RLarrechea Rato es ajeno a lo que ha pasado en Bankia???? Habra que decir.....""por que no te callas""????",emotiva
252,"@iaioflautas ocupan 5 sucursales de Bankia por un #NurenbergFinanciero, que se juzgue a Rato y exigir el @PlandRescate http://t.co/mGWw0ntH",referencial
253,@c1rio pagan menos que un ford fiesta 0km.,referencial
254,Rato critica el rescate de Bankia a cargo de los contribuyentes: Rato ha criticado duramente el rescate de Banki... http://t.co/Sg5JVPTi,referencial
255,Rato ataca la gestión de Guindos en el 'caso Bankia' http://t.co/t4zFKq8z #economia #ecofin,referencial
256,Rato ataca la gestión de Guindos en el 'caso Bankia' http://t.co/t4zFKq8z #economia #ecofin,referencial
257,"Automoción y recambios, el que más baja. Damiler -4,02%, BMW -3,88% http://t.co/oFGpN8Cw",referencial
258,Madonna abre su gira mundial en Israel con un llamado a la paz en Medio Oriente http://t.co/p6HhCij9 vía @Emol,referencial
259,Madonna es gallega. http://t.co/71vqJZlf,poetica
260,Justin Bieber podría enfrentar 6 meses de prisión http://t.co/MLjSAI5S,referencial
261,Buena la aplikda x Dir Finanzas d @CFKArgentina otorga divisas p/Madonna y Lady Gaga solo si Emprsa exporta artistas argntinos x monto igual,referencial
262,Justin Bieber se encuentra bien tras sufrir una conmoción cerebral - http://t.co/i9w7w0yN,referencial
263,"Pues viendo su ultimo videoclip, diría Madonna está fantástica para tener más de 50 años. Tiene el cuerpo de un hombre de unos 30.",poetica
264,Rato critica que la recapitalización de Bankia se haga con fondos públicos. Información de Marisa Recuero http://t.co/JZ4QxEeI,referencial
265,#FF @shakira tiene muy buena musica y es muy hermosa!,emotiva
266,Pero como pueden ser tan patéticas las seguidoras de Justin Bieber,emotiva
267,El colectivo de los 'yayoflautas' ocupa oficinas de Bankia en varias ciudades http://t.co/Gkuc0wVt #iaioflautasPaRato,referencial
268,Los Beatles siempre serán Los Beatles... http://t.co/wBRIrerh,referencial
269,"Caja Madrid critica la ""inyección brutal"" de fondos públicos a Bankia http://t.co/Tj7q2FJN [Yahoo] #Economia",referencial
270,Los Yay@flautas de Madrid 'okupan' una sede de Bankia en el centro de la capital http://t.co/IbeW06kL,referencial
271,"Esto da para el chiste fácil, Justin Bieber con conmoción cerebral: http://t.co/CvcVD7mO",referencial
272,"RT @teleshowcom: Es oficial: #Madonna sumó un nuevo #show en #BuenosAires
 http://t.co/ml9T0kbr",referencial
273,"Los ""yayoflautas"" ocupan cinco sucursales de Bankia http://t.co/y46I2Aww",referencial
274,Ojalá montará mi fiesta de cumpleaños Madonna: http://t.co/2TuZQWqC,emotiva
275,El novio de Jennifer Lopez se tatua el nombre de la cantante en el pene http://t.co/5kpup7cs,referencial
276,D: RT @la_patilla: El novio de Jennifer Lopez se tatua el nombre de la cantante en el pene http://t.co/nJ31SLdO,referencial
277,"- Hola guapa, ¿que escuchas? + Un remix de Justin Bieber y Jonas Brothers - #HostiónAlCanto",poetica
278,#CuandoNaiNacio Trino Mora era el Justin Bieber de la epoca @nairethh @LaBernott,poetica
279,Rato critica el rescate de Bankia a cargo de los contribuyentes http://t.co/bbj3SVdv,referencial
280,Justin Bieber sufrió conmoción cerebral luego de chocarse contra una pared de cristal,referencial
281,Madonna :: Nueva fecha confirmada: 15 de diciembre en el Estadio River Plate ::,referencial
282,Rato critica que Bankia vaya a ser rescatada con dinero de los contribuyentes. Con dos pelotas http://t.co/P34MN7Kp #autocrítica,referencial
283,Madonna inició en Tel Aviv la gira que la traerá a la Argentina http://t.co/FnKofOuE,referencial
284,"Madonna agregó una segunda función en el estadio de River Plate, que se realizará el sábado 15 de diciembre.",referencial
285,"""@la_patilla: El novio de Jennifer Lopez se tatua el nombre de la cantante en el pene"" http://t.co/wuOA3DWv",referencial
286,"Confirman que Madonna dará un segundo show en Buenos Aires (video)
http://t.co/4hiGsGF5",referencial
287,Lady Gaga es la artista que tiene más seguidores en Twitter http://t.co/2UoewhNa Sólo un 8% de los “adultos online”... http://t.co/53Me4our,referencial
288,Lady Gaga está grabando su nuevo disco en mitad del Tour &gt;&gt;&gt; http://t.co/3B77qhBt,referencial
289,RT @mlatinotv Rubalcaba: “El Banco de España no ha estado acertado en la crisis de Bankia” http://t.co/dBTqf93c,referencial
290,"A mi no me gusta las canciones de justin bieber ni como canta, pero hay que admitir que 'boyfriend' es pasable",emotiva
291,Madonna Brings Back Infamous Cone Bra at Israel Concert http://t.co/weF2zFlx vía @usweekly,referencial
292,#nohasestadoenelsevero si no has pensado como se ha pagado el Juani el BMW,poetica
293,MUSICA: La cantante Madonna inicia su nueva gira mundial deseando Paz en Oriente Próximo http://t.co/HIFmd4Dp,referencial
294,Rato lamenta que el rescate a Bankia se articule «a costa» del Estado http://t.co/rWZNcFcB Háztelo mirar.,referencial
295,Lady Gaga también deseó feliz cumpleaños a Marilyn Monroe con esta foto &gt;&gt;&gt; http://t.co/EFX5D8Td,referencial
296,"#ff para @MarceLaALarcon xq es de la mujeres que van por lo que quieren! Quería U2, tuvo U2.... quería Madonna, tuvo Madonna. Sos mi orgullo",emotiva
297,"Mujica dona el 90% y se queda con mil 250 dólares de salario, además sólo posee una casa y un VolksWagen http://t.co/c8ld2zg2",referencial
298,"Alguna banda en Mexico que pueda tocar como U2, Coldplay o Billy Joel?",apelativa
299,Las Beliebers asustaron a la policía en Oslo tras concierto de Justin Bieber gratuito &gt;&gt;&gt; http://t.co/2vVB1aBf,referencial
300,Rajoy pagará los 19.000 millones de Bankia en monedas de céntimo “para fastidiar” http://t.co/ZpGlqHPv vía @elmundotoday,referencial
301,Confirma Justin Bieber que regresa a México http://t.co/MJm974tv,referencial
302,"Revelan que la música de ""Plaza Sésamo"" fue utilizada durante torturas en Guatánamo , ahora sería con Justin Bieber ...",poetica
303,Gracias a Nico Tovar! Se siente Barranquilla!! Shak http://t.co/Q6rQBkKK,emotiva
304,"JUSTIN BIEBER ES ACUSADO:

LOS ÁNGELES, ESTADOS UNIDOS (30/MAY/2012).- Tras el altercado que tuvo con un... http://t.co/3Q7ugWHl",referencial
305,Quisiera poder ir a un concierto de AEROSMITH!!!!!!!!!,emotiva
306,?Un detenido en la protesta de los indignados ante Bankia en Valencia http://t.co/n1vZDIue,referencial
307,Rato cuestiona las cifras de la millonaria ayuda a Bankia http://t.co/Z7pxDKco,referencial
308,Linterna Verde es gay y La Verdadera Identidad de la Mujer Maravilla es Justin Bieber,poetica
309,"En el primer concurso de talentos de Justin, el cantó 'Fallin' de Alicia Keys. #NotasDeBieber",referencial
310,El Facebook de Bono de U2//sisi ese mismo http://t.co/iZHeMQPD,referencial
311,"En españa hoy lo putean a Rodrigo Ratto por fundir Bankia, y pensar que es un pichi al lado del vaciador Brufau.",referencial
312,Justin Bieber sufre una conmoción cerebral: http://t.co/lw0eBDJk,referencial
313,Justin Bieber se golpea la cabeza   @justinbieber  http://t.co/erMWIpK8,referencial
314,Madonna vestirá un Gaultier... ¿en 3D? https://t.co/Bv2QHBTC,referencial
315,@Hectorsepulved Creo que somos como sus Justin Bieber. Huuueeeeeete,poetica
316,Chicos de la @udelima surfearon junto a Javier Swayne #surf gracias a #Volkswagen #Perú http://t.co/ITP1O6SR,referencial
317,Lady Gaga ya está trabajando en su nuevo álbum: La excéntrica Lady Gaga no descansa. La cantante de ‘Alejandro’ ... http://t.co/hKIZf5ec,referencial
318,Garzón pide que la justicia intervenga en Bankia http://t.co/Ytazdlk8 vía @canalsurweb,referencial
319,#EresPendejoSi te atreves a publicar que Justin Bieber es mejor que The Beatles... http://t.co/MMMmSI3C,referencial
320,#medios Justin Bieber regresa a Mexico http://t.co/QGlIfCbk,referencial
321,"@BrutaliaParis Naty tú si que deberias tener más adeptos que los 25 millones de Lady Gaga, #InjusticiasCelestiales",apelativa
322,"@f1tornello #CasioEdifice Corrio en 3 equipos:BMW Sauber,Toro Rosso y Red Bull.",referencial
323,Leandro Báez hijo de Lázaro se estrelló con Ford F-150  intentó fugarse y chocó varios autos De tal HDP tal astillaHDP  http://t.co/Gf95UVGS,referencial
324,@AlvaroPerezTdl Ahora se nacionalizan trasladando a todos los contribuyentes el coste del rescate de Bankia para luego privatizar ganancias.,referencial
325,"Matemáticas: Paulina Rubio. Cultura General: Ninel Conde. Inglés: López-Dóriga. Geografía: Justin Bieber. Literatura: Peña Nieto.”""",poetica
326,Escuchar canciones de Lady Gaga no te hace un Little Monster.,referencial
327,"Luca Di Montezemolo: ""Aun Creo En @Felipe1Massa"" ""@Schecoperez Aun Es Joven, Pero Todavia No Esta Para Ferrari"" #F1",referencial
328,El futuro de las motos según Yamaha (Fotos + Video) | La Máquina Digital http://t.co/dt7ZktIP,referencial
329,Justin Bieber sufre conmoción cerebral por chocar con pared de vidrio http://t.co/kjTH62dO #Noticias,referencial
330,Jajajajajajja con flor y lari cantando adele con todaaa,referencial
331,"...entonces podemos decir que The Beatles son Noé, y su arca, el #SgtPepper, el incombustible disco que cambió la historia del rock",poetica
332,Ford de Venezuela apoya a emprendedores con ideas ecológicas realizables nacional e internacionalmente @concursoideas,referencial
333,"""@Btus1: Madonna agregó su tercer show. 15 de diciembre. Mañana es el anuncio oficial. cc @juanipisacco""",referencial
334,"RT @Evenpro: ?? Y desde un reproductor los Beatles son su pasión… Y sueña con escenarios, mientras le cambia la luz… ?? #FrancoDVitaQuotes",apelativa
335,"En qué se parecen Corea del Norte, Cuba y Bankia? En los 3 el ""líder carismático"" designa, en vida o antes de que lo echen, a su sucesor...",poetica
336,@cesczarniano ¡Felicidades eres uno de nuestros ganadores! Te contactaremos vía DM.,referencial
337,Kia Motors America vende el vehiculo numero cuatro millón durante el mes de Mayo http://t.co/0Q2Yxsnt,referencial
338,"Madonna agregó nueva función el sábado 15 de diciembre en River...Apa, apa, apa",referencial
339,Pitbull confirma su primer single con Shakira http://t.co/4p83qm96,referencial
340,@GaboRamos #QueBuenoQue No hay otra Lady Gaga!,emotiva
341,La herencia de autos deportivos de Mazda sale a la luz con el #Mazda6.,referencial
342,"@EuroMaroons No sabía que existiera este twitter, Maroon 5 y Euroclub... mejor imposible",emotiva
343,"*Revienta las bocinas y ventanas a todo volume con Justin Bieber*
*Los vecinos lo reportan con la policía por escandalizar*",poetica
344,Muchos estamos escuchando Absolute Radio! Para Coldplay sakjsas? (:,referencial
345,"@marthacedillo Síguele con ""Martha my dear"" de Los Beatles",apelativa
346,México 1-0 Turquía Justin Bieber Concert Tickets Are Now Harder to Find Than Ever  http://t.co/qlSQcCVM,referencial
347,"Mi Perro canta mejor que Jasmine Villegas. || Claro, y yo soy hermana de Lady Gaga y estoy casada con un alien.",poetica
348,Quien dijo que Madonna sabe de producción de Cine? Es como tu jugando fútbol jajaja @GaboRamos #MtvGÜIK,poetica
349,El Gobierno minimiza la bofetada de Draghi sobre Bankia http://t.co/PWkYmfR4 #marianorajoy,referencial
350,"@MariaisabelCs Creo que fue en lo que mejor acertó con Shakira, bueno ni tanto por la edad pero donde me dejas a Cesc ._.",emotiva
351,"Montezemolo: ""Pérez es un buen piloto, pero para pilotar en Ferrari necesitas más experiencia"" http://t.co/ogMe9AHo vía @TheF1com",referencial
352,Justin Bieber sufrió una leve conmoción cerebral al golpearse con una pared de cristal en el backstage de un concierto en París.,referencial
353,"Aqui, escuchando a Maroon 5 mientras siento una mezcla indescriptible de emociones.",emotiva
354,En directo en @youtube Lenny Kravitz y Maroon 5 :D:D,referencial
355,Ahhhh jajajaja concierto de Justin Bieber gratis en el Zócalo!,emotiva
356,#ÚLTIMAHORA: @m_ebrard confirma que Justin Bieber dará concierto gratuito en el Zócalo el 11 de junio,referencial
357,RT @Milenio: #AsíLoTuiteó @m_ebrard: Justin Bieber acepta dar concierto gratuito el 11 de junio en zócalo como en otras ciudades...,referencial
358,"El Jefe de Gobierno del DF, @m_ebrard confirma que Justin Bieber se presentará el 11 de junio en el Zócalo.",referencial
359,"@Deifstiglitz Si tienes un ordenador a mano, maroon 5 en directo en youtube, bueno, no sé si es en directo porque no me aclaro...",referencial
360,"Que pasa lady gaga?!! :p""@GenesisRon: Con unas ganas de otro look.""",fatica
361,Confirmado concierto de Justin Bieber 11 de junio en el zócalo,referencial
362,Concierto de justin bieber en el zócalo... Arruinaran el zócalo...,emotiva
363,"Primero Mc Cartney, luego.. Justin Bieber... quien sigue ¿la tigresa del oriente? ¿Amandititita? ¿Reguetoneros?",poetica
364,"No valgo por lo que tengo, valgo por lo que soy. -Madonna",referencial
365,RT: @m_ebrard: Confirmado concierto de Justin Bieber 11 de junio en el zócalo,referencial
366,"La verdad es que @m_ebrard dijo Justine Bieber, porque él ya sabía que Justin Bieber nunca va a ser TT según el algoritmo de Twitter",referencial
367,Esperando la presentación de Maroon 5 #YTrockinrio,emotiva
